,BrdIndx,Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,BrdIndx_40,Area_40,Round_40,Bright_40,Compact_40,ShpIndx_40,Mean_G_40,Mean_R_40,Mean_NIR_40,SD_G_40,SD_R_40,SD_NIR_40,LW_40,GLCM1_40,Rect_40,GLCM2_40,Dens_40,Assym_40,NDVI_40,BordLngth_40,GLCM3_40,BrdIndx_60,Area_60,Round_60,Bright_60,Compact_60,ShpIndx_60,Mean_G_60,Mean_R_60,Mean_NIR_60,SD_G_60,SD_R_60,SD_NIR_60,LW_60,GLCM1_60,Rect_60,GLCM2_60,Dens_60,Assym_60,NDVI_60,BordLngth_60,GLCM3_60,BrdIndx_80,Area_80,Round_80,Bright_80,Compact_80,ShpIndx_80,Mean_G_80,Mean_R_80,Mean_NIR_80,SD_G_80,SD_R_80,SD_NIR_80,LW_80,GLCM1_80,Rect_80,GLCM2_80,Dens_80,Assym_80,NDVI_80,BordLngth_80,GLCM3_80,BrdIndx_100,Area_100,Round_100,Bright_100,Compact_100,ShpIndx_100,Mean_G_100,Mean_R_100,Mean_NIR_100,SD_G_100,SD_R_100,SD_NIR_100,LW_100,GLCM1_100,Rect_100,GLCM2_100,Dens_100,Assym_100,NDVI_100,BordLngth_100,GLCM3_100,BrdIndx_120,Area_120,Round_120,Bright_120,Compact_120,ShpIndx_120,Mean_G_120,Mean_R_120,Mean_NIR_120,SD_G_120,SD_R_120,SD_NIR_120,LW_120,GLCM1_120,Rect_120,GLCM2_120,Dens_120,Assym_120,NDVI_120,BordLngth_120,GLCM3_120,BrdIndx_140,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140
SD_R_60,-0.18268119,-0.504443363,-0.044469936,-0.119778004,-0.030825619,-0.196787624,-0.053616124,-0.160804128,-0.110355717,0.679657787,0.732788153,0.70469328,-0.125670842,0.203482809,-0.06915011,-0.174755979,-0.153070508,-0.131394056,0.132446235,-0.590364642,0.160552867,0.02745141,-0.432159335,0.037875528,-0.1541841,0.091493952,-0.008954087,-0.09402912,-0.188498362,-0.140737335,0.735536646,0.826856348,0.800551834,-0.090005384,0.229310746,-0.140965357,0.275240511,-0.080433677,-0.160321563,0.119773656,-0.412443214,0.054942835,0.071770428,-0.439829926,0.079849902,-0.184382754,0.113241044,0.007805482,-0.134394639,-0.210628648,-0.166016105,0.886410739,1,0.982615883,-0.12535768,0.378082193,-0.149016768,0.480844516,-0.004077628,-0.204883098,0.09090714,-0.321914917,-0.195581003,0.106209239,-0.366517152,0.073411752,-0.22068707,0.083154962,0.05664138,-0.167354898,-0.246093518,-0.202265281,0.779189386,0.902846067,0.88548161,-0.0907783,0.35319238,-0.175379159,0.494316334,-0.030922807,-0.143367154,0.106445322,-0.207773985,-0.190369705,0.144148574,-0.328988324,0.086053041,-0.243498077,0.092220522,0.104342935,-0.180551081,-0.270670992,-0.229199633,0.700801373,0.814158892,0.805991696,-0.054047633,0.310684983,-0.175280734,0.483455073,-0.07045149,-0.063675674,0.134275837,-0.139459681,-0.145007716,0.13442569,-0.305240492,0.075367942,-0.248614633,0.08036418,0.099091669,-0.182855165,-0.274602141,-0.239870134,0.637804778,0.765221853,0.757078571,-0.048440759,0.2993226,-0.137447534,0.483230586,-0.051224257,-0.039772835,0.147879598,-0.124238604,-0.151954082,0.091956114,-0.292933567,0.036336167,-0.261003173,0.026680952,0.060632337,-0.201852408,-0.282271714,-0.251971619,0.635293406,0.731050098,0.723634809,-0.040651969,0.317708032,-0.10426253,0.473274468,-0.035156188,-0.034205972,0.149850984,-0.153480513,-0.173052657
SD_NIR_60,-0.165263153,-0.499244784,-0.03194324,-0.137991576,-0.014452081,-0.17487683,-0.06177169,-0.17864226,-0.134075332,0.684052186,0.715036245,0.720219361,-0.113350445,0.200821638,-0.081343184,-0.168321523,-0.17343716,-0.112697996,0.148413771,-0.571662508,0.17247988,0.044381341,-0.425535049,0.051704744,-0.174533476,0.102675318,0.008430735,-0.105132418,-0.207851798,-0.166257747,0.745786452,0.820529963,0.821607327,-0.092143174,0.223378173,-0.149071251,0.289296991,-0.092627768,-0.146908136,0.135114458,-0.397644857,0.065276589,0.084669857,-0.439383729,0.087074638,-0.208427515,0.119171487,0.019882534,-0.149975502,-0.23419192,-0.193471918,0.883120468,0.982615883,1,-0.129438376,0.3646069,-0.156633085,0.485112854,-0.014143651,-0.19219706,0.106144405,-0.31543834,-0.176648053,0.121298458,-0.36485188,0.085042567,-0.246145997,0.094190293,0.07093284,-0.187119174,-0.27026967,-0.229622981,0.771588233,0.886623039,0.895306185,-0.095384871,0.341592474,-0.184772706,0.502983496,-0.045839365,-0.12014436,0.118419752,-0.201084017,-0.173860786,0.162234978,-0.323274936,0.09657943,-0.26818629,0.100933169,0.12234266,-0.201146457,-0.293960688,-0.254823619,0.692311719,0.79038948,0.801918962,-0.057354755,0.302849556,-0.186969063,0.494010875,-0.087339319,-0.033084553,0.144882787,-0.127481899,-0.134003392,0.147295173,-0.302008071,0.071611642,-0.272978003,0.079249566,0.112996433,-0.208650556,-0.295939832,-0.262521268,0.631619497,0.749963105,0.756736344,-0.050930862,0.292377669,-0.139410287,0.492350308,-0.061075796,-0.01822815,0.150918198,-0.114520767,-0.14231542,0.100793415,-0.289897078,0.030188831,-0.285546501,0.023904297,0.070135031,-0.228160553,-0.303946511,-0.274609708,0.630556772,0.720798759,0.725994582,-0.044434358,0.310392608,-0.10216357,0.48140835,-0.039822074,-0.01717013,0.152637535,-0.146238734,-0.162852859
LW_60,-0.042460575,0.033892912,-0.059392928,0.069624646,-0.049309697,0.126532066,0.016602087,0.092225595,0.078266216,-0.110562691,-0.145496097,-0.125690663,0.672743575,-0.131636699,0.055036581,0.01033851,-0.258626641,0.260992987,-0.095961889,0.139739148,0.120316578,-0.070707724,0.118734289,-0.003073016,0.07364971,-0.020017601,0.226643125,0.034213364,0.089049473,0.077606755,-0.101786608,-0.081640885,-0.084884434,0.930545684,-0.092012488,0.023112286,0.036043631,-0.439207983,0.407229319,-0.081489815,0.309704207,0.062357445,-0.092869827,0.167480322,-0.015777375,0.078538131,-0.024855769,0.218759371,0.040717686,0.092469395,0.082322037,-0.145413612,-0.12535768,-0.129438376,1,-0.140203701,0.021628626,-0.030809842,-0.527185199,0.48878354,-0.071766757,0.284549287,0.122988305,-0.096489431,0.158970583,0.020675349,0.08213989,0.041858702,0.171011886,0.047143187,0.094159556,0.085843698,-0.143972849,-0.121279477,-0.122763981,0.916627367,-0.151412215,0.013556253,-0.054218752,-0.493590157,0.434650366,-0.071615185,0.202599094,0.120781606,-0.084612481,0.171602074,0.034710773,0.089898036,0.064054356,0.162067882,0.051718821,0.102852472,0.094449499,-0.148683569,-0.130013696,-0.13460499,0.79504232,-0.153972979,0.006086824,-0.062207702,-0.461430807,0.398159046,-0.086426362,0.201418549,0.130675564,-0.063974807,0.152610766,0.087148974,0.090393345,0.105704999,0.160412665,0.052862238,0.102425553,0.096116094,-0.144169994,-0.126043991,-0.132441198,0.769665078,-0.155715453,-0.036742571,-0.067614679,-0.463287372,0.381920362,-0.090213412,0.182316904,0.138809046,-0.039291125,0.176747534,0.104593313,0.091426865,0.150148175,0.176978214,0.055377507,0.102682404,0.097187299,-0.153596647,-0.131763476,-0.137443722,0.755966697,-0.172347111,-0.052823961,-0.073061387,-0.452451917,0.364236782,-0.090813996,0.198156158,0.155788682
GLCM1_60,0.125676197,-0.513284146,0.207230062,-0.368979469,0.224016233,0.121335044,-0.098665558,-0.471497124,-0.423495249,0.372104587,0.302950422,0.292846989,-0.074678863,0.620048018,-0.312539635,0.164996193,-0.253262217,-0.045110679,0.519503837,-0.379550042,-0.344583416,0.103460182,-0.362149115,0.118420887,-0.371061631,0.156413313,0.057994189,-0.109006327,-0.468683239,-0.425297326,0.458106664,0.321601894,0.310356838,-0.130065254,0.804830569,-0.169047994,0.484424705,-0.045943227,-0.089779881,0.526363841,-0.276165302,-0.663662624,0.174898035,-0.234714617,0.179555016,-0.368468166,0.196118929,0.120467322,-0.109432024,-0.465780357,-0.424388014,0.550465414,0.378082193,0.3646069,-0.140203701,1,-0.184931831,0.685679383,-0.029708643,-0.084684767,0.534628165,-0.075021595,-0.907295522,0.170249324,-0.147989192,0.148737378,-0.358055671,0.114222358,0.140010402,-0.115757986,-0.450008231,-0.411248856,0.527149372,0.36444865,0.35309487,-0.101769025,0.855124038,-0.200577278,0.604058736,-0.041115974,-0.086858859,0.530119151,-0.01198979,-0.771787958,0.103185681,-0.162836548,0.122913509,-0.355797231,0.068610566,0.08399663,-0.122145076,-0.442916302,-0.407419768,0.479390371,0.340903982,0.337156555,-0.083514359,0.737816294,-0.134573212,0.521973534,-0.022765315,-0.083803129,0.528568355,-0.054637407,-0.655340536,0.132322117,-0.135087254,0.137727783,-0.354246662,0.083476404,0.119360985,-0.130133311,-0.436517475,-0.405405154,0.493449979,0.353164741,0.353272983,-0.074554659,0.705606096,-0.146151688,0.524122742,-0.052057614,-0.043688091,0.525993434,-0.013905869,-0.629590127,0.124561429,-0.124191849,0.116662622,-0.352575278,0.058266108,0.116678886,-0.134285138,-0.432414438,-0.403279876,0.485835413,0.35045262,0.349587909,-0.067301002,0.681966274,-0.141375064,0.513316204,-0.064596798,-0.021108289,0.528632009,-0.019676639,-0.608385181
Rect_60,-0.201999728,0.211491117,-0.272195439,0.016257674,-0.318326159,-0.254526864,-0.099832326,0.057875246,0.07135605,-0.139921571,-0.112106845,-0.136268583,-0.091255581,-0.173901531,0.312591634,-0.181134923,0.366414424,-0.222262651,-0.201303858,-0.007409573,0.017334447,-0.55567588,0.118439011,-0.625533089,0.016989374,-0.647528669,-0.56683386,-0.10107825,0.058822753,0.072824494,-0.13446,-0.091287432,-0.09851218,-0.008059163,-0.146550398,0.68918533,-0.328503999,0.527961788,-0.184678411,-0.204064865,-0.282717604,0.053847464,-0.77458691,0.027819323,-0.879975916,0.019493113,-0.859159669,-0.75715737,-0.084779604,0.054263138,0.070862066,-0.178850021,-0.149016768,-0.156633085,0.021628626,-0.184931831,1,-0.429476342,0.656880524,-0.150227926,-0.179986775,-0.450662163,0.128086696,-0.586073101,-0.095713772,-0.717250897,0.01719332,-0.65593416,-0.57054509,-0.090494482,0.052321901,0.071597779,-0.164443503,-0.154159416,-0.157438396,0.030374934,-0.216969949,0.745021429,-0.378326695,0.504942633,-0.103874356,-0.193232203,-0.352930446,0.181847237,-0.513180348,-0.135156096,-0.595464021,0.02215771,-0.534765893,-0.493674858,-0.084758469,0.056193809,0.07507711,-0.14486839,-0.138924369,-0.144187347,0.039840521,-0.209252502,0.610697725,-0.339389872,0.43146063,-0.120014124,-0.191441607,-0.346002742,0.173228517,-0.470886148,-0.166300159,-0.502833973,0.024342792,-0.435976316,-0.456931242,-0.076004902,0.056950654,0.071959551,-0.124031704,-0.134206216,-0.12948935,0.044075842,-0.197800502,0.540503455,-0.32087526,0.377413533,-0.092447781,-0.183973233,-0.345200267,0.180911283,-0.446519122,-0.16303548,-0.462371457,0.038500665,-0.384563259,-0.424630749,-0.053880164,0.067802547,0.080187616,-0.159811978,-0.165850554,-0.160607075,0.046640387,-0.222177771,0.523475177,-0.320239347,0.361120603,-0.102217909,-0.179517435,-0.299709006,0.19891025
GLCM2_60,0.187274924,-0.433722723,0.255297554,-0.32407734,0.288139165,0.186678611,-0.028601058,-0.427080965,-0.409422147,0.439412677,0.347503619,0.374026003,-0.016925107,0.474778224,-0.356473317,0.353791274,-0.286528142,-0.037260985,0.540814259,-0.308128886,-0.211076975,0.397038427,-0.316742303,0.349358628,-0.332007541,0.363398356,0.368186791,-0.044626475,-0.429760508,-0.415788997,0.522207429,0.394958489,0.397968966,-0.005798674,0.554560829,-0.401423922,0.78220274,-0.213129985,-0.074091517,0.539714071,-0.066793354,-0.423644341,0.488332664,-0.242463839,0.414564113,-0.331852034,0.408518935,0.430918078,-0.056306028,-0.425856254,-0.412621955,0.613294949,0.480844516,0.485112854,-0.030809842,0.685679383,-0.429476342,1,-0.180512951,-0.09162179,0.52578192,0.078282771,-0.636093041,0.373653496,-0.205572364,0.321630442,-0.320105376,0.263044745,0.339971781,-0.058434029,-0.410370405,-0.398649593,0.545251953,0.433532869,0.435256571,-0.010434297,0.577235926,-0.346179133,0.818350682,-0.146267721,-0.105876049,0.529210637,0.046722828,-0.517351068,0.285891071,-0.180411798,0.257147332,-0.327072116,0.181870661,0.269317282,-0.0729892,-0.413698204,-0.401589174,0.491240212,0.402339238,0.403768085,0.008014817,0.5153529,-0.258449118,0.715677132,-0.135706706,-0.049418955,0.529121637,0.041683296,-0.449206871,0.28473795,-0.157847061,0.228860923,-0.338259605,0.162646452,0.273684596,-0.104629669,-0.416327219,-0.404393199,0.484653989,0.408496424,0.406541955,0.007903286,0.489617363,-0.254506637,0.677633361,-0.144161747,-0.005746404,0.508124894,0.062967565,-0.425704849,0.245244527,-0.169650144,0.183954783,-0.342773184,0.117065846,0.236185086,-0.118758277,-0.416874715,-0.405736338,0.487777431,0.406476254,0.407114676,0.016555842,0.483933084,-0.236672971,0.647671998,-0.144731133,0.022893512,0.507980874,0.011468152,-0.421564139
Dens_60,-0.100538565,0.137990588,-0.162834028,-0.012445648,-0.178878271,-0.258414862,-0.030760257,-0.012721271,0.006499603,-0.036227001,-0.021640666,-0.053487812,-0.415630185,-0.037392747,0.176470227,-0.065997779,0.48041336,-0.43482985,-0.02483293,-0.111098938,-0.047397476,-0.307696287,-0.002314853,-0.446073919,-0.01503814,-0.436928262,-0.519833388,-0.039367239,-0.012337525,0.006281922,-0.040299563,-0.038537982,-0.049496955,-0.449799019,-0.058447083,0.445591068,-0.177678517,0.775005523,-0.611802793,-0.03204777,-0.408069679,0.010392216,-0.448261514,-0.129614643,-0.631124153,-0.018797039,-0.602139577,-0.674816443,-0.035820016,-0.018778231,-0.000331988,-0.004722378,-0.004077628,-0.014143651,-0.527185199,-0.029708643,0.656880524,-0.180512951,1,-0.719707483,-0.025893901,-0.544899873,-0.017746389,-0.328738171,-0.239052259,-0.544922434,-0.014797886,-0.506102841,-0.525597428,-0.036268612,-0.013538373,0.005266678,-0.002354447,-0.019313538,-0.027489252,-0.471482448,-0.055108783,0.520375499,-0.164014123,0.850856113,-0.60767076,-0.032790403,-0.432041259,0.038282572,-0.296737574,-0.265487694,-0.477974859,-0.016531936,-0.439991034,-0.469535326,-0.034513384,-0.016729368,0.001926012,0.015361442,-0.005307473,-0.010921112,-0.402307506,-0.054505261,0.45352983,-0.14678937,0.748620209,-0.528132458,-0.01972958,-0.422442096,0.037311746,-0.281056048,-0.272110829,-0.460699117,-0.011836822,-0.409660134,-0.435287498,-0.028557561,-0.011526016,0.003886931,0.022215995,-0.010044374,-0.007619104,-0.362764473,-0.057262944,0.446884834,-0.140614994,0.70289325,-0.48473063,-0.017427082,-0.402818586,0.047757947,-0.296816599,-0.280249737,-0.454157382,-0.005114355,-0.419652057,-0.435294969,-0.018616569,-0.005502289,0.007397305,-0.00027804,-0.03218597,-0.02914432,-0.347713137,-0.070597365,0.44744431,-0.145281475,0.664603495,-0.449903783,-0.016292757,-0.387927947,0.055602335
Assym_60,0.066604355,0.017796563,0.069318163,-0.00937221,0.050782715,0.19258059,-0.074830556,0.026542341,0.012434685,-0.168202818,-0.159063893,-0.137883847,0.334987638,-0.092805053,-0.056891563,-0.003506392,-0.297799953,0.382598303,-0.133168572,0.189697958,0.033462933,0.023746743,0.083615656,0.122222039,-0.000202997,0.072406343,0.224164268,-0.058371896,0.03151166,0.017303328,-0.125885066,-0.122805274,-0.108229598,0.379153186,-0.022996426,-0.092986649,0.00631613,-0.5123172,0.704801208,-0.12301436,0.31476759,-0.026651898,0.020009571,0.194644963,0.150609838,0.004860287,0.109430743,0.265205616,-0.052461139,0.03454359,0.023102288,-0.217171634,-0.204883098,-0.19219706,0.48878354,-0.084684767,-0.150227926,-0.09162179,-0.719707483,1,-0.115091468,0.360501805,0.071478692,0.00042278,0.247799958,0.166108816,0.002442766,0.145099061,0.210062693,-0.050714683,0.029083057,0.020568545,-0.211302423,-0.180451333,-0.170071618,0.428482269,-0.075375679,-0.133993795,-0.099031017,-0.633449925,0.81280028,-0.111853937,0.289835529,0.056562745,-0.014206188,0.235169481,0.151996321,0.015492052,0.126786625,0.166321169,-0.041953784,0.041928729,0.034773024,-0.202804341,-0.176275644,-0.171000361,0.35580359,-0.089055444,-0.109505459,-0.106520885,-0.536836532,0.65279051,-0.12364909,0.252243227,0.068800986,0.01484174,0.240789846,0.184564866,0.015431122,0.147605338,0.170934694,-0.036088892,0.038396368,0.032888113,-0.196865576,-0.171110598,-0.165587548,0.321380346,-0.080669042,-0.141655748,-0.101017596,-0.523191011,0.589664396,-0.114642188,0.250596196,0.058173754,0.045694959,0.242124504,0.198256711,0.015147638,0.187321083,0.191451089,-0.031663085,0.035576575,0.031009952,-0.190629155,-0.15981774,-0.156272404,0.307302076,-0.081851217,-0.153141805,-0.096581117,-0.489616605,0.527482071,-0.106105621,0.257797556,0.063515142
NDVI_60,0.16018662,-0.291725793,0.164012908,-0.296678326,0.181666598,0.165002532,0.237343948,-0.495621769,-0.496768498,0.359882255,0.189883266,0.240873726,-0.001649838,0.498543027,-0.24990371,0.337627219,-0.196199714,0.003347652,0.972740941,-0.186714799,-0.330257494,0.18643377,-0.210247655,0.150637754,-0.304269009,0.141668334,0.142793223,0.22182564,-0.498243611,-0.500760162,0.321408202,0.09970844,0.112028596,-0.060883783,0.52353249,-0.179245413,0.460182141,-0.040966004,-0.120406747,0.98435976,-0.121975978,-0.464146659,0.236733656,-0.181357701,0.177940992,-0.295793358,0.172294201,0.179437687,0.226660508,-0.492349189,-0.492480425,0.317102887,0.09090714,0.106144405,-0.071766757,0.534628165,-0.179986775,0.52578192,-0.025893901,-0.115091468,1,-0.034691962,-0.50858587,0.291298382,-0.117599713,0.215994063,-0.292530503,0.15410114,0.238162308,0.202549708,-0.477983621,-0.480255821,0.365238741,0.147902657,0.151382724,-0.056257777,0.501798534,-0.218619382,0.551323379,-0.047196785,-0.137471181,0.987387906,0.037505283,-0.496015533,0.205554369,-0.083600937,0.19115731,-0.297390348,0.107068336,0.168883465,0.177936731,-0.473413231,-0.473917088,0.32041025,0.139037122,0.144076837,-0.040913988,0.448869963,-0.171700564,0.480348622,-0.038557941,-0.119485977,0.965679576,0.018883582,-0.445852795,0.206104433,-0.075037476,0.166053228,-0.311204765,0.090545409,0.178876103,0.130322884,-0.473783996,-0.469807522,0.341442394,0.153368017,0.152347972,-0.033653264,0.432133674,-0.173467669,0.462353012,-0.049226268,-0.072907493,0.93392775,0.030499631,-0.428986144,0.210138635,-0.056134766,0.153445228,-0.318685891,0.07033478,0.180346979,0.105924933,-0.474176914,-0.468523146,0.361859526,0.190919891,0.192165811,-0.0286033,0.420107615,-0.199151238,0.468250033,-0.075953815,-0.029946647,0.924032878,0.029128962,-0.410414401
BordLngth_60,0.301593257,0.160162187,0.187921409,0.166500257,0.181876623,0.353186479,0.173840982,0.160158824,0.132548269,-0.326955498,-0.312162651,-0.27909781,0.171286095,-0.174975456,-0.12962547,0.015636776,-0.172519282,0.212824525,-0.02381381,0.410363445,0.047131789,0.470851067,0.38762153,0.388314883,0.181633984,0.342107022,0.555543421,0.189734293,0.173969062,0.14737903,-0.323462288,-0.321588326,-0.310320029,0.199745579,-0.094696758,-0.299106477,0.044405454,-0.356455337,0.284155248,-0.028579093,0.727244675,-0.02315804,0.639645735,0.671875547,0.508359981,0.195872068,0.491530462,0.765520748,0.199310762,0.188950172,0.16325482,-0.328338349,-0.321914917,-0.31543834,0.284549287,-0.075021595,-0.450662163,0.078282771,-0.544899873,0.360501805,-0.034691962,1,-0.051336607,0.418761975,0.577010349,0.407174975,0.216425774,0.37253538,0.546644837,0.223884533,0.206839742,0.182259199,-0.359778681,-0.367325062,-0.362119165,0.254678337,-0.09876216,-0.32392602,-0.064670017,-0.456441601,0.302459424,-0.029312383,0.662003056,-0.01469655,0.306239274,0.5474923,0.318027667,0.223481353,0.292909477,0.427805274,0.223842475,0.216654136,0.193522182,-0.375776462,-0.375036838,-0.376023075,0.208695243,-0.107145717,-0.236084932,-0.137149023,-0.410335735,0.323265947,-0.056317606,0.575013266,-0.006176384,0.26273117,0.528433632,0.293189615,0.223238433,0.244943909,0.381188273,0.216564941,0.217864801,0.200916968,-0.378137487,-0.36040401,-0.369644592,0.194802594,-0.123000433,-0.20516648,-0.171244034,-0.388349352,0.296005639,-0.078380811,0.526651915,0.013405358,0.282135771,0.496210029,0.289460911,0.218665884,0.27419301,0.395544422,0.2120342,0.213493009,0.199089489,-0.377815794,-0.357938876,-0.365946086,0.193336236,-0.13340499,-0.241567396,-0.183639321,-0.403946706,0.30657831,-0.07990783,0.501559977,0.03136125
GLCM3_60,-0.153053391,0.308068678,-0.181272796,0.314595047,-0.196641276,-0.13931627,0.052222887,0.414018581,0.376524853,-0.155013108,-0.064540395,-0.057623611,0.084488904,-0.505173515,0.258523131,-0.189326264,0.149775389,0.063737895,-0.492488985,0.205539481,0.384700665,-0.080323107,0.197519303,-0.070856267,0.308186054,-0.099601536,-0.041982486,0.054379266,0.403450933,0.369896545,-0.260312233,-0.099122356,-0.084841233,0.122106608,-0.691097635,0.101667923,-0.426019843,-0.020988166,0.083572752,-0.497494977,0.149329148,0.697596767,-0.157708541,0.045970888,-0.1356418,0.299901042,-0.14308547,-0.111717133,0.048020578,0.395473544,0.364266882,-0.38940353,-0.195581003,-0.176648053,0.122988305,-0.907295522,0.128086696,-0.636093041,-0.017746389,0.071478692,-0.50858587,-0.051336607,1,-0.118424559,0.007770854,-0.093676769,0.265387242,-0.063987187,-0.096216329,0.03510673,0.355463789,0.326170553,-0.351024465,-0.162972086,-0.145246903,0.094623011,-0.733480898,0.116446149,-0.475108913,-0.014279251,0.098065905,-0.496727257,-0.059983982,0.77408006,-0.017772492,0.048334581,-0.06782179,0.25366179,-0.027232226,-0.01198463,0.033880582,0.339077888,0.311923722,-0.296349535,-0.137993718,-0.128369911,0.084041728,-0.597266141,0.04074057,-0.356806241,-0.027623666,0.085608606,-0.487402168,0.018095302,0.616867428,-0.058711392,0.024509384,-0.101168475,0.25203187,-0.0549574,-0.056666175,0.041999161,0.332308129,0.308694551,-0.313772099,-0.149853424,-0.144820074,0.078929596,-0.571631411,0.071008031,-0.359339976,0.012838605,0.052143514,-0.479768936,-0.024767634,0.587202624,-0.068005908,0.023778095,-0.083544108,0.251617537,-0.038035239,-0.073587065,0.045943226,0.329795469,0.307566447,-0.30092571,-0.144563519,-0.14194426,0.065447774,-0.548729114,0.085041797,-0.352807336,0.042783445,0.016420264,-0.483230186,-0.027314314,0.55462881
BrdIndx_80,0.251083703,-0.246376227,0.231918892,-0.069917437,0.258651293,0.230021542,0.123787982,-0.139333918,-0.153106963,0.184928158,0.134721719,0.180752318,-0.070195671,0.192268229,-0.283649211,0.113200435,-0.224931213,0.076295738,0.312636988,-0.047216247,-0.062406442,0.559062167,-0.087993738,0.490368294,-0.069732782,0.487615247,0.512670768,0.118293739,-0.136510154,-0.150204644,0.156807599,0.123581789,0.14138803,-0.080972979,0.201692138,-0.473211472,0.348687605,-0.277760732,0.010041363,0.306779073,0.285005624,-0.118097952,0.724472514,-0.025257961,0.599279055,-0.067151632,0.596885519,0.667714016,0.108591993,-0.128779616,-0.144103175,0.146828675,0.106209239,0.121298458,-0.096489431,0.170249324,-0.586073101,0.373653496,-0.328738171,0.00042278,0.291298382,0.418761975,-0.118424559,1,0.158587418,0.786504487,-0.084432678,0.744853496,0.916089565,0.076791804,-0.13815316,-0.154456828,0.226396443,0.180475711,0.184050723,-0.10175869,0.278709573,-0.790496279,0.547889919,-0.45218229,0.042668563,0.2820433,0.609903134,-0.268732676,0.812321251,0.214685487,0.639930237,-0.086714892,0.594631516,0.747971912,0.068738325,-0.13796005,-0.152827139,0.17644232,0.171493955,0.176897715,-0.07571253,0.272898968,-0.643594659,0.459055113,-0.396590156,0.086516717,0.272561873,0.537898411,-0.269223052,0.696979159,0.217884755,0.524968518,-0.096886348,0.476436675,0.651748122,0.04515668,-0.14374862,-0.154130658,0.155363523,0.175345565,0.171405396,-0.070244288,0.248366108,-0.553941515,0.39664767,-0.342144974,0.085803847,0.257427185,0.478609766,-0.249013679,0.658594311,0.184551478,0.477516874,-0.107693726,0.401412131,0.610761479,0.027606369,-0.151972317,-0.160126487,0.159332289,0.188350207,0.186328689,-0.066976487,0.242718527,-0.516716188,0.384461923,-0.33078763,0.105478278,0.255169709,0.404823933,-0.248032052
